date,ride,temp_mean,temp_max,temp_min,precip_mm,rain_mm,snow_cm,wind_max,humidity,is_rain,is_heavy_rain,dow,is_weekend,is_holiday,is_workday,month,year,pandemic_acute,pandemic_recovery,is_pandemic
2020-06-27,9183200.0,21.9,26.6,19.1,0.6,0.6,0.0,15.5,81.0,0,0,5,1,0,0,6,2020,1,0,1
2020-06-28,6462152.0,22.4,27.9,18.8,1.1,1.1,0.0,18.1,82.0,1,0,6,1,0,0,6,2020,1,0,1
2020-06-29,12962515.0,22.5,26.7,18.8,12.6,12.6,0.0,23.9,83.0,1,0,0,0,0,1,6,2020,1,0,1
2020-06-30,12776898.0,19.7,21.1,17.6,48.2,48.2,0.0,32.1,85.0,1,1,1,0,0,1,6,2020,1,0,1
2020-07-01,13269273.0,19.6,23.7,17.1,7.7,7.7,0.0,13.4,87.0,1,0,2,0,0,1,7,2020,1,0,1
2020-07-02,13300872.0,21.9,27.7,16.9,0.0,0.0,0.0,9.7,82.0,0,0,3,0,0,1,7,2020,1,0,1
2020-07-03,13762347.0,23.7,28.4,19.7,1.0,1.0,0.0,15.8,74.0,1,0,4,0,0,1,7,2020,1,0,1
2020-07-04,9141725.0,21.9,26.3,19.0,2.8,2.8,0.0,15.1,79.0,1,0,5,1,0,0,7,2020,1,0,1
2020-07-05,6394705.0,21.5,25.6,18.2,0.0,0.0,0.0,12.6,81.0,0,0,6,1,0,0,7,2020,1,0,1
2020-07-06,13148230.0,23.3,28.2,19.4,0.0,0.0,0.0,16.6,76.0,0,0,0,0,0,1,7,2020,1,0,1
2020-07-07,13278851.0,22.7,26.1,20.5,1.4,1.4,0.0,13.8,83.0,1,0,1,0,0,1,7,2020,1,0,1
2020-07-08,13420630.0,23.0,27.8,19.2,0.1,0.1,0.0,14.5,82.0,0,0,2,0,0,1,7,2020,1,0,1
2020-07-09,13373711.0,25.2,30.5,19.7,0.5,0.5,0.0,9.0,74.0,0,0,3,0,0,1,7,2020,1,0,1
2020-07-10,13582017.0,23.7,26.0,20.6,26.3,26.3,0.0,16.8,81.0,1,0,4,0,0,1,7,2020,1,0,1
2020-07-11,9222124.0,24.2,28.9,20.1,0.0,0.0,0.0,18.0,68.0,0,0,5,1,0,0,7,2020,1,0,1
2020-07-12,6376493.0,22.6,26.0,20.4,12.4,12.4,0.0,12.8,75.0,1,0,6,1,0,0,7,2020,1,0,1
2020-07-13,12502801.0,19.7,21.7,18.3,42.1,42.1,0.0,25.2,85.0,1,1,0,0,0,1,7,2020,1,0,1
2020-07-14,13293338.0,19.0,20.8,17.5,15.3,15.3,0.0,19.8,84.0,1,0,1,0,0,1,7,2020,1,0,1
2020-07-15,13691880.0,21.1,26.2,17.6,0.0,0.0,0.0,11.6,75.0,0,0,2,0,0,1,7,2020,1,0,1
2020-07-16,13532059.0,21.9,27.3,16.7,0.2,0.2,0.0,13.6,83.0,0,0,3,0,0,1,7,2020,1,0,1
2020-07-17,13855329.0,23.7,28.6,19.8,1.2,1.2,0.0,13.8,84.0,1,0,4,0,0,1,7,2020,1,0,1
2020-07-18,9253130.0,23.9,28.1,21.1,1.4,1.4,0.0,11.5,82.0,1,0,5,1,0,0,7,2020,1,0,1
2020-07-19,5678099.0,23.3,26.2,20.8,13.5,13.5,0.0,20.5,85.0,1,0,6,1,0,0,7,2020,1,0,1
2020-07-20,12810840.0,23.4,25.3,20.8,14.1,14.1,0.0,29.2,89.0,1,0,0,0,0,1,7,2020,1,0,1
2020-07-21,13506969.0,23.4,28.5,19.6,0.2,0.2,0.0,11.2,83.0,0,0,1,0,0,1,7,2020,1,0,1
2020-07-22,13154981.0,22.7,24.1,21.0,9.4,9.4,0.0,10.5,92.0,1,0,2,0,0,1,7,2020,1,0,1
2020-07-23,12951821.0,21.2,22.3,19.2,99.6,99.6,0.0,38.5,90.0,1,1,3,0,0,1,7,2020,1,0,1
2020-07-24,13638799.0,21.9,25.5,19.0,20.8,20.8,0.0,30.4,78.0,1,0,4,0,0,1,7,2020,1,0,1
2020-07-25,9178734.0,22.6,26.7,19.6,3.5,3.5,0.0,19.6,82.0,1,0,5,1,0,0,7,2020,1,0,1
2020-07-26,6496589.0,23.7,27.6,19.5,0.8,0.8,0.0,14.3,78.0,0,0,6,1,0,0,7,2020,1,0,1
2020-07-27,12872527.0,23.0,24.8,21.7,9.7,9.7,0.0,11.4,91.0,1,0,0,0,0,1,7,2020,1,0,1
2020-07-28,13208493.0,23.1,25.4,21.3,4.5,4.5,0.0,11.6,87.0,1,0,1,0,0,1,7,2020,1,0,1
2020-07-29,12887081.0,23.6,26.6,22.1,33.8,33.8,0.0,11.8,93.0,1,1,2,0,0,1,7,2020,1,0,1
2020-07-30,13171667.0,23.8,26.4,20.8,5.5,5.5,0.0,15.1,91.0,1,0,3,0,0,1,7,2020,1,0,1
2020-07-31,13652352.0,23.8,28.6,20.0,2.7,2.7,0.0,16.6,89.0,1,0,4,0,0,1,7,2020,1,0,1
2020-08-01,7863434.0,24.0,25.4,23.1,44.5,44.5,0.0,22.0,96.0,1,1,5,1,0,0,8,2020,1,0,1
2020-08-02,5394284.0,24.4,26.3,22.7,33.6,33.6,0.0,19.5,95.0,1,1,6,1,0,0,8,2020,1,0,1
2020-08-03,11580857.0,24.4,25.5,23.8,28.8,28.8,0.0,24.2,96.0,1,0,0,0,0,1,8,2020,1,0,1
2020-08-04,12221557.0,25.4,28.3,24.0,39.5,39.5,0.0,20.1,94.0,1,1,1,0,0,1,8,2020,1,0,1
2020-08-05,12293659.0,25.0,26.9,23.1,72.7,72.7,0.0,17.0,94.0,1,1,2,0,0,1,8,2020,1,0,1
2020-08-06,12983916.0,24.0,26.0,21.6,50.1,50.1,0.0,34.7,91.0,1,1,3,0,0,1,8,2020,1,0,1
2020-08-07,13803239.0,22.8,24.9,21.3,4.7,4.7,0.0,11.9,90.0,1,0,4,0,0,1,8,2020,1,0,1
2020-08-08,8940467.0,23.3,26.3,21.1,13.2,13.2,0.0,17.2,89.0,1,0,5,1,0,0,8,2020,1,0,1
2020-08-09,5344353.0,24.5,25.3,23.2,63.8,63.8,0.0,29.5,94.0,1,1,6,1,0,0,8,2020,1,0,1
2020-08-10,12815694.0,25.9,28.6,24.7,15.8,15.8,0.0,21.3,91.0,1,0,0,0,0,1,8,2020,1,0,1
2020-08-11,12922177.0,24.5,27.5,23.1,83.3,83.3,0.0,20.7,92.0,1,1,1,0,0,1,8,2020,1,0,1
2020-08-12,13506841.0,26.0,30.1,22.3,0.3,0.3,0.0,8.5,87.0,0,0,2,0,0,1,8,2020,1,0,1
2020-08-13,13282105.0,27.2,30.9,24.8,1.3,1.3,0.0,19.2,86.0,1,0,3,0,0,1,8,2020,1,0,1
2020-08-14,13309479.0,26.0,28.4,24.9,6.0,6.0,0.0,28.0,91.0,1,0,4,0,0,1,8,2020,1,0,1
2020-08-15,7589416.0,25.4,27.5,24.2,19.9,19.9,0.0,19.4,94.0,1,0,5,1,1,0,8,2020,1,0,1
2020-08-16,6154071.0,26.2,29.5,24.1,0.2,0.2,0.0,23.0,88.0,0,0,6,1,0,0,8,2020,1,0,1
2020-08-17,7547955.0,26.3,30.0,23.5,0.5,0.5,0.0,12.7,87.0,0,0,0,0,1,0,8,2020,1,0,1
2020-08-18,12135258.0,25.3,29.2,23.0,0.0,0.0,0.0,10.1,87.0,0,0,1,0,0,1,8,2020,1,0,1
2020-08-19,11650207.0,24.9,29.4,21.8,0.0,0.0,0.0,14.5,87.0,0,0,2,0,0,1,8,2020,1,0,1
2020-08-20,11322654.0,25.8,30.9,23.1,0.0,0.0,0.0,14.8,85.0,0,0,3,0,0,1,8,2020,1,0,1
2020-08-21,11285623.0,25.2,28.2,22.2,3.7,3.7,0.0,11.5,89.0,1,0,4,0,0,1,8,2020,1,0,1
2020-08-22,6089748.0,24.2,27.8,21.3,24.1,24.1,0.0,16.0,86.0,1,0,5,1,0,0,8,2020,1,0,1
2020-08-23,4324323.0,23.7,27.5,20.9,0.6,0.6,0.0,10.5,87.0,0,0,6,1,0,0,8,2020,1,0,1
2020-08-24,10800943.0,25.3,29.8,20.9,0.1,0.1,0.0,16.7,83.0,0,0,0,0,0,1,8,2020,1,0,1
2020-08-25,10883963.0,27.4,31.9,23.4,0.1,0.1,0.0,12.1,81.0,0,0,1,0,0,1,8,2020,1,0,1
2020-08-26,10585572.0,28.0,32.2,25.0,2.9,2.9,0.0,29.5,78.0,1,0,2,0,0,1,8,2020,1,0,1
2020-08-27,9813169.0,26.6,28.6,25.2,9.1,9.1,0.0,39.3,84.0,1,0,3,0,0,1,8,2020,1,0,1
2020-08-28,10636579.0,26.5,29.2,24.2,6.1,6.1,0.0,22.1,89.0,1,0,4,0,0,1,8,2020,1,0,1
2020-08-29,5585869.0,25.8,28.8,23.5,18.2,18.2,0.0,13.5,91.0,1,0,5,1,0,0,8,2020,1,0,1
2020-08-30,3763667.0,26.3,29.9,24.3,4.4,4.4,0.0,9.3,89.0,1,0,6,1,0,0,8,2020,1,0,1
2020-08-31,10058764.0,26.0,29.5,23.8,0.5,0.5,0.0,16.3,80.0,0,0,0,0,0,1,8,2020,1,0,1
2020-09-01,9883896.0,24.9,28.0,22.2,0.7,0.7,0.0,13.5,81.0,0,0,1,0,0,1,9,2020,1,0,1
2020-09-02,9501341.0,23.9,25.0,22.3,39.2,39.2,0.0,20.9,92.0,1,1,2,0,0,1,9,2020,1,0,1
2020-09-03,9458722.0,21.7,24.4,19.8,41.7,41.7,0.0,39.3,83.0,1,1,3,0,0,1,9,2020,1,0,1
2020-09-04,10473697.0,21.3,25.0,18.1,3.6,3.6,0.0,15.6,78.0,1,0,4,0,0,1,9,2020,1,0,1
2020-09-05,5970869.0,21.3,25.9,17.3,0.0,0.0,0.0,11.9,77.0,0,0,5,1,0,0,9,2020,1,0,1
2020-09-06,3988836.0,20.4,23.5,17.2,8.9,8.9,0.0,19.9,78.0,1,0,6,1,0,0,9,2020,1,0,1
2020-09-07,9441222.0,17.9,19.9,15.7,76.6,76.6,0.0,33.2,89.0,1,1,0,0,0,1,9,2020,1,0,1
2020-09-08,10527553.0,21.8,24.4,19.7,1.1,1.1,0.0,32.3,76.0,1,0,1,0,0,1,9,2020,1,0,1
2020-09-09,10338746.0,20.3,23.8,18.2,22.4,22.4,0.0,16.3,91.0,1,0,2,0,0,1,9,2020,1,0,1
2020-09-10,10581062.0,21.1,25.3,18.2,1.5,1.5,0.0,12.1,84.0,1,0,3,0,0,1,9,2020,1,0,1
2020-09-11,10913424.0,20.9,25.0,17.9,2.6,2.6,0.0,18.8,81.0,1,0,4,0,0,1,9,2020,1,0,1
2020-09-12,6327972.0,19.5,22.4,18.2,8.4,8.4,0.0,14.7,85.0,1,0,5,1,0,0,9,2020,1,0,1
2020-09-13,4732153.0,19.6,23.7,16.2,0.0,0.0,0.0,11.5,78.0,0,0,6,1,0,0,9,2020,1,0,1
2020-09-14,11314011.0,19.6,22.8,15.5,1.5,1.5,0.0,14.2,87.0,1,0,0,0,0,1,9,2020,1,0,1
2020-09-15,11560900.0,20.9,25.6,16.6,0.0,0.0,0.0,8.6,83.0,0,0,1,0,0,1,9,2020,1,0,1
2020-09-16,11423184.0,20.9,23.9,19.1,4.0,4.0,0.0,14.8,87.0,1,0,2,0,0,1,9,2020,1,0,1
2020-09-17,11663915.0,19.6,22.3,17.6,0.2,0.2,0.0,11.0,82.0,0,0,3,0,0,1,9,2020,1,0,1
2020-09-18,12261282.0,19.4,23.0,15.4,0.3,0.3,0.0,25.0,71.0,0,0,4,0,0,1,9,2020,1,0,1
2020-09-19,7899994.0,18.8,23.9,14.9,0.0,0.0,0.0,18.8,74.0,0,0,5,1,0,0,9,2020,1,0,1
2020-09-20,5479390.0,17.3,21.7,13.4,0.0,0.0,0.0,14.9,75.0,0,0,6,1,0,0,9,2020,1,0,1
2020-09-21,12077573.0,16.3,21.8,11.0,0.0,0.0,0.0,9.2,73.0,0,0,0,0,0,1,9,2020,1,0,1
2020-09-22,12273422.0,17.4,22.6,12.8,0.0,0.0,0.0,13.5,72.0,0,0,1,0,0,1,9,2020,1,0,1
2020-09-23,12379714.0,17.3,21.3,13.8,0.0,0.0,0.0,17.7,70.0,0,0,2,0,0,1,9,2020,1,0,1
2020-09-24,12410310.0,18.6,22.5,15.5,0.0,0.0,0.0,21.1,68.0,0,0,3,0,0,1,9,2020,1,0,1
2020-09-25,12955976.0,18.4,23.0,14.4,2.4,2.4,0.0,17.3,73.0,1,0,4,0,0,1,9,2020,1,0,1
2020-09-26,8302504.0,17.6,22.5,13.7,0.0,0.0,0.0,18.1,71.0,0,0,5,1,0,0,9,2020,1,0,1
2020-09-27,5743857.0,17.8,23.2,12.9,0.0,0.0,0.0,11.3,75.0,0,0,6,1,0,0,9,2020,1,0,1
2020-09-28,12469696.0,17.6,23.4,12.1,0.0,0.0,0.0,10.5,78.0,0,0,0,0,0,1,9,2020,1,0,1
2020-09-29,12276052.0,17.1,22.3,12.0,0.0,0.0,0.0,10.9,80.0,0,0,1,0,0,1,9,2020,1,0,1
2020-09-30,5003214.0,17.8,22.7,13.9,0.5,0.5,0.0,10.2,82.0,0,0,2,0,1,0,9,2020,1,0,1
2020-10-01,3559972.0,18.0,22.5,14.7,0.2,0.2,0.0,11.6,80.0,0,0,3,0,1,0,10,2020,1,0,1
2020-10-02,4892779.0,17.7,21.6,14.7,7.7,7.7,0.0,24.0,85.0,1,0,4,0,1,0,10,2020,1,0,1
2020-10-03,6000946.0,18.4,22.3,16.4,0.1,0.1,0.0,13.9,82.0,0,0,5,1,1,0,10,2020,1,0,1
2020-10-04,5415765.0,16.0,20.1,10.6,0.3,0.3,0.0,29.3,71.0,0,0,6,1,0,0,10,2020,1,0,1
2020-10-05,12336437.0,12.0,16.4,7.2,0.0,0.0,0.0,23.2,61.0,0,0,0,0,0,1,10,2020,1,0,1
2020-10-06,12645446.0,12.0,17.1,7.3,0.0,0.0,0.0,13.9,65.0,0,0,1,0,0,1,10,2020,1,0,1
2020-10-07,12782386.0,13.8,19.9,8.0,0.0,0.0,0.0,10.2,57.0,0,0,2,0,0,1,10,2020,1,0,1
2020-10-08,13283884.0,14.9,21.7,9.0,0.0,0.0,0.0,20.1,64.0,0,0,3,0,0,1,10,2020,1,0,1
2020-10-09,7967903.0,15.7,21.9,11.4,0.0,0.0,0.0,19.1,59.0,0,0,4,0,1,0,10,2020,1,0,1
2020-10-10,8270402.0,15.1,20.3,9.9,0.0,0.0,0.0,12.1,70.0,0,0,5,1,0,0,10,2020,1,0,1
2020-10-11,6023936.0,15.5,20.2,10.4,0.0,0.0,0.0,12.4,73.0,0,0,6,1,0,0,10,2020,1,0,1
2020-10-12,12919070.0,15.2,20.0,10.7,0.2,0.2,0.0,17.7,73.0,0,0,0,0,0,1,10,2020,1,0,1
2020-10-13,13197061.0,11.8,17.9,6.3,0.0,0.0,0.0,14.2,59.0,0,0,1,0,0,1,10,2020,1,0,1
2020-10-14,13278789.0,11.8,15.5,7.2,0.0,0.0,0.0,16.7,54.0,0,0,2,0,0,1,10,2020,1,0,1
2020-10-15,13206010.0,9.0,15.3,3.5,0.0,0.0,0.0,10.4,50.0,0,0,3,0,0,1,10,2020,1,0,1
2020-10-16,13669899.0,10.5,14.4,5.7,0.0,0.0,0.0,9.7,75.0,0,0,4,0,0,1,10,2020,1,0,1
2020-10-17,9473702.0,10.8,16.5,6.2,0.0,0.0,0.0,12.0,74.0,0,0,5,1,0,0,10,2020,1,0,1
2020-10-18,6639831.0,11.7,18.5,5.0,0.0,0.0,0.0,14.9,78.0,0,0,6,1,0,0,10,2020,1,0,1
2020-10-19,13172961.0,12.9,19.2,7.0,0.0,0.0,0.0,11.5,83.0,0,0,0,0,0,1,10,2020,1,0,1
2020-10-20,13509976.0,13.1,19.3,9.1,0.0,0.0,0.0,8.7,80.0,0,0,1,0,0,1,10,2020,1,0,1
2020-10-21,13482101.0,12.5,16.3,8.8,0.0,0.0,0.0,11.2,78.0,0,0,2,0,0,1,10,2020,1,0,1
2020-10-22,13519515.0,12.3,17.1,7.5,1.8,1.8,0.0,19.8,71.0,1,0,3,0,0,1,10,2020,1,0,1
2020-10-23,14136076.0,7.4,11.5,4.1,0.0,0.0,0.0,21.1,53.0,0,0,4,0,0,1,10,2020,1,0,1
2020-10-24,9774111.0,7.2,12.1,2.6,0.0,0.0,0.0,24.3,49.0,0,0,5,1,0,0,10,2020,1,0,1
2020-10-25,6937074.0,10.5,16.4,6.4,0.0,0.0,0.0,13.2,66.0,0,0,6,1,0,0,10,2020,1,0,1
2020-10-26,13375747.0,10.8,17.2,5.2,0.0,0.0,0.0,11.2,81.0,0,0,0,0,0,1,10,2020,1,0,1
2020-10-27,13624299.0,11.4,18.0,5.7,0.0,0.0,0.0,13.1,85.0,0,0,1,0,0,1,10,2020,1,0,1
2020-10-28,13778053.0,11.8,16.2,7.0,0.0,0.0,0.0,20.9,64.0,0,0,2,0,0,1,10,2020,1,0,1
2020-10-29,13750772.0,9.0,14.4,4.0,0.0,0.0,0.0,12.0,47.0,0,0,3,0,0,1,10,2020,1,0,1
2020-10-30,14301626.0,9.9,16.6,2.4,0.0,0.0,0.0,10.1,53.0,0,0,4,0,0,1,10,2020,1,0,1
2020-10-31,10085913.0,11.1,17.0,5.8,1.4,1.4,0.0,19.4,74.0,1,0,5,1,0,0,10,2020,1,0,1
2020-11-01,6330501.0,12.2,13.7,9.6,7.8,7.8,0.0,16.5,93.0,1,0,6,1,0,0,11,2020,1,0,1
2020-11-02,13472008.0,9.3,14.2,3.4,0.0,0.0,0.0,14.1,63.0,0,0,0,0,0,1,11,2020,1,0,1
2020-11-03,13627307.0,4.3,7.7,0.8,1.3,1.3,0.0,30.5,51.0,1,0,1,0,0,1,11,2020,1,0,1
2020-11-04,13675749.0,2.9,8.5,-1.8,0.0,0.0,0.0,15.1,52.0,0,0,2,0,0,1,11,2020,1,0,1
2020-11-05,13768351.0,6.5,13.6,0.5,0.0,0.0,0.0,11.0,75.0,0,0,3,0,0,1,11,2020,1,0,1
2020-11-06,14160231.0,10.6,15.5,7.0,0.0,0.0,0.0,12.3,76.0,0,0,4,0,0,1,11,2020,1,0,1
2020-11-07,9976706.0,12.4,16.8,9.3,0.6,0.6,0.0,21.6,79.0,0,0,5,1,0,0,11,2020,1,0,1
2020-11-08,7161822.0,7.4,10.7,3.0,0.0,0.0,0.0,22.3,47.0,0,0,6,1,0,0,11,2020,1,0,1
2020-11-09,13412277.0,4.4,8.8,-0.5,0.0,0.0,0.0,15.0,46.0,0,0,0,0,0,1,11,2020,1,0,1
2020-11-10,13803602.0,6.1,11.5,0.5,0.0,0.0,0.0,18.0,58.0,0,0,1,0,0,1,11,2020,1,0,1
2020-11-11,14005090.0,6.5,13.5,0.2,0.0,0.0,0.0,8.7,63.0,0,0,2,0,0,1,11,2020,1,0,1
2020-11-12,13881754.0,7.2,15.2,0.9,0.0,0.0,0.0,10.5,68.0,0,0,3,0,0,1,11,2020,1,0,1
2020-11-13,14277508.0,8.9,15.7,3.8,0.0,0.0,0.0,10.8,78.0,0,0,4,0,0,1,11,2020,1,0,1
2020-11-14,9858349.0,10.2,17.2,3.7,0.0,0.0,0.0,11.3,72.0,0,0,5,1,0,0,11,2020,1,0,1
2020-11-15,6965833.0,8.9,14.6,4.9,0.5,0.5,0.0,13.3,82.0,0,0,6,1,0,0,11,2020,1,0,1
2020-11-16,13337942.0,10.0,16.6,5.0,0.0,0.0,0.0,11.6,80.0,0,0,0,0,0,1,11,2020,1,0,1
2020-11-17,13500897.0,12.7,18.2,8.5,2.8,2.8,0.0,12.3,81.0,1,0,1,0,0,1,11,2020,1,0,1
2020-11-18,13302261.0,15.8,19.1,13.4,13.0,13.0,0.0,19.6,89.0,1,0,2,0,0,1,11,2020,1,0,1
2020-11-19,12640812.0,13.9,18.7,7.0,33.0,33.0,0.0,32.3,86.0,1,1,3,0,0,1,11,2020,1,0,1
2020-11-20,13649127.0,3.0,6.5,-0.5,0.0,0.0,0.0,22.4,65.0,0,0,4,0,0,1,11,2020,1,0,1
2020-11-21,8726758.0,4.4,11.0,-2.5,0.9,0.9,0.0,14.1,73.0,0,0,5,1,0,0,11,2020,1,0,1
2020-11-22,5845826.0,5.4,7.8,1.0,6.2,6.2,0.0,21.0,79.0,1,0,6,1,0,0,11,2020,1,0,1
2020-11-23,12630392.0,0.2,4.2,-3.2,0.0,0.0,0.0,13.0,63.0,0,0,0,0,0,1,11,2020,1,0,1
2020-11-24,12361962.0,1.3,6.1,-3.3,0.0,0.0,0.0,9.2,69.0,0,0,1,0,0,1,11,2020,1,0,1
2020-11-25,12385648.0,2.9,7.9,-1.9,0.0,0.0,0.0,11.9,73.0,0,0,2,0,0,1,11,2020,1,0,1
2020-11-26,12008243.0,3.5,8.7,-0.8,0.0,0.0,0.0,9.9,74.0,0,0,3,0,0,1,11,2020,1,0,1
2020-11-27,11988662.0,2.2,6.4,-1.2,0.0,0.0,0.0,20.9,70.0,0,0,4,0,0,1,11,2020,1,0,1
2020-11-28,7046851.0,-2.0,1.4,-4.9,0.0,0.0,0.0,17.8,53.0,0,0,5,1,0,0,11,2020,1,0,1
2020-11-29,4938908.0,-1.9,1.6,-4.8,0.0,0.0,0.0,17.1,67.0,0,0,6,1,0,0,11,2020,1,0,1
2020-11-30,11524264.0,-2.0,2.7,-5.4,0.0,0.0,0.0,13.8,62.0,0,0,0,0,0,1,11,2020,1,0,1
2020-12-01,11531888.0,-1.4,4.8,-5.4,0.0,0.0,0.0,11.5,53.0,0,0,1,0,0,1,12,2020,1,0,1
2020-12-02,11700383.0,0.4,4.6,-2.2,0.0,0.0,0.0,9.7,50.0,0,0,2,0,0,1,12,2020,1,0,1
2020-12-03,11583177.0,-1.2,3.0,-4.3,0.0,0.0,0.0,18.5,56.0,0,0,3,0,0,1,12,2020,1,0,1
2020-12-04,11807684.0,-2.5,3.2,-6.7,0.0,0.0,0.0,11.9,59.0,0,0,4,0,0,1,12,2020,1,0,1
2020-12-05,7089673.0,0.0,5.1,-3.6,0.0,0.0,0.0,10.6,60.0,0,0,5,1,0,0,12,2020,1,0,1
2020-12-06,4946693.0,1.5,6.8,-2.1,0.0,0.0,0.0,12.7,75.0,0,0,6,1,0,0,12,2020,1,0,1
2020-12-07,11391389.0,1.8,4.9,-2.6,0.0,0.0,0.0,19.3,70.0,0,0,0,0,0,1,12,2020,1,0,1
2020-12-08,10983880.0,-2.8,1.8,-5.8,0.0,0.0,0.0,10.6,61.0,0,0,1,0,0,1,12,2020,1,0,1
2020-12-09,10921451.0,-0.9,4.8,-5.8,0.0,0.0,0.0,9.0,64.0,0,0,2,0,0,1,12,2020,1,0,1
2020-12-10,10926731.0,3.4,8.5,0.4,0.2,0.2,0.0,15.5,80.0,0,0,3,0,0,1,12,2020,1,0,1
2020-12-11,11150768.0,2.7,8.5,-1.8,0.0,0.0,0.0,17.3,87.0,0,0,4,0,0,1,12,2020,1,0,1
2020-12-12,6361847.0,0.0,4.4,-3.6,0.0,0.0,0.0,14.9,64.0,0,0,5,1,0,0,12,2020,1,0,1
2020-12-13,4095305.0,-1.6,1.8,-7.2,1.7,0.2,1.05,22.2,67.0,0,0,6,1,0,0,12,2020,1,0,1
2020-12-14,10123462.0,-8.1,-5.2,-10.7,0.0,0.0,0.0,22.2,43.0,0,0,0,0,0,1,12,2020,1,0,1
2020-12-15,10002987.0,-8.6,-5.4,-10.6,0.0,0.0,0.0,18.8,36.0,0,0,1,0,0,1,12,2020,1,0,1
2020-12-16,9935709.0,-8.9,-5.4,-11.2,0.0,0.0,0.0,21.4,36.0,0,0,2,0,0,1,12,2020,1,0,1
2020-12-17,10067395.0,-6.8,-1.7,-11.0,0.0,0.0,0.0,9.7,46.0,0,0,3,0,0,1,12,2020,1,0,1
2020-12-18,10590119.0,-2.9,1.0,-7.0,0.7,0.1,0.42,21.2,53.0,0,0,4,0,0,1,12,2020,1,0,1
2020-12-19,5831322.0,-6.2,-2.5,-9.7,0.0,0.0,0.0,20.5,33.0,0,0,5,1,0,0,12,2020,1,0,1
2020-12-20,3958073.0,-5.1,0.2,-8.3,0.0,0.0,0.0,15.6,47.0,0,0,6,1,0,0,12,2020,1,0,1
2020-12-21,10369296.0,-3.1,2.3,-6.8,0.0,0.0,0.0,10.4,54.0,0,0,0,0,0,1,12,2020,1,0,1
2020-12-22,10435514.0,-0.3,6.0,-4.5,0.1,0.0,0.07,17.0,70.0,0,0,1,0,0,1,12,2020,1,0,1
2020-12-23,10456263.0,1.7,8.0,-2.7,0.0,0.0,0.0,17.8,80.0,0,0,2,0,0,1,12,2020,1,0,1
2020-12-24,10499264.0,0.2,3.9,-5.2,0.0,0.0,0.0,24.3,74.0,0,0,3,0,0,1,12,2020,1,0,1
2020-12-25,4566844.0,-3.3,1.7,-6.5,0.0,0.0,0.0,18.9,64.0,0,0,4,0,1,0,12,2020,1,0,1
2020-12-26,5239984.0,-0.1,6.3,-5.3,0.0,0.0,0.0,14.4,76.0,0,0,5,1,0,0,12,2020,1,0,1
2020-12-27,3775737.0,3.0,9.2,-1.8,0.0,0.0,0.0,11.9,71.0,0,0,6,1,0,0,12,2020,1,0,1
2020-12-28,10160857.0,3.3,7.5,0.4,0.0,0.0,0.0,9.6,85.0,0,0,0,0,0,1,12,2020,1,0,1
2020-12-29,10194312.0,-1.2,2.2,-5.6,0.0,0.0,0.0,24.5,74.0,0,0,1,0,0,1,12,2020,1,0,1
2020-12-30,9749647.0,-11.1,-7.0,-13.2,0.0,0.0,0.0,26.3,43.0,0,0,2,0,0,1,12,2020,1,0,1
2020-12-31,9324739.0,-9.1,-5.6,-12.2,0.0,0.0,0.0,17.4,47.0,0,0,3,0,0,1,12,2020,1,0,1
2021-01-01,3149873.0,-5.9,-0.8,-10.6,0.0,0.0,0.0,14.8,63.0,0,0,4,0,1,0,1,2021,1,0,1
2021-01-02,4866851.0,-5.9,-2.9,-8.8,0.0,0.0,0.0,19.0,34.0,0,0,5,1,0,0,1,2021,1,0,1
2021-01-03,3791610.0,-6.3,-2.2,-8.6,0.0,0.0,0.0,17.2,41.0,0,0,6,1,0,0,1,2021,1,0,1
2021-01-04,10493167.0,-4.1,0.5,-7.6,0.2,0.0,0.14,8.6,41.0,0,0,0,0,0,1,1,2021,1,0,1
2021-01-05,10478875.0,-6.0,-3.1,-9.9,0.0,0.0,0.0,21.4,45.0,0,0,1,0,0,1,1,2021,1,0,1
2021-01-06,10921229.0,-7.6,-3.9,-10.8,1.0,0.0,0.7,25.0,42.0,0,0,2,0,0,1,1,2021,1,0,1
2021-01-07,11385036.0,-13.9,-8.0,-16.9,0.1,0.0,0.07,31.9,41.0,0,0,3,0,0,1,1,2021,1,0,1
2021-01-08,10524346.0,-15.6,-12.1,-18.8,0.0,0.0,0.0,18.7,39.0,0,0,4,0,0,1,1,2021,1,0,1
2021-01-09,5938587.0,-12.6,-8.6,-15.5,0.0,0.0,0.0,19.7,41.0,0,0,5,1,0,0,1,2021,1,0,1
2021-01-10,4016505.0,-8.9,-3.6,-13.5,0.0,0.0,0.0,9.5,52.0,0,0,6,1,0,0,1,2021,1,0,1
2021-01-11,10651986.0,-8.0,-3.5,-11.8,0.0,0.0,0.0,7.9,55.0,0,0,0,0,0,1,1,2021,1,0,1
2021-01-12,11505110.0,-4.9,1.3,-10.5,0.8,0.0,0.56,16.9,70.0,0,0,1,0,0,1,1,2021,1,0,1
2021-01-13,11277180.0,-0.2,7.8,-5.7,0.3,0.3,0.0,21.7,81.0,0,0,2,0,0,1,1,2021,1,0,1
2021-01-14,11112418.0,-1.1,6.4,-6.4,0.0,0.0,0.0,12.6,50.0,0,0,3,0,0,1,1,2021,1,0,1
